Import_Type;IOP_ID;MBLID;Manager;Client_name;Organization_Type;Investment_Pool;Country;Existing_Client_(Is_this_a_cross_sale?);Decision_date;Fee_re_negotiation_with_existing_client;Strategy_name_or_mutual_fund_ticker;Asset_class;Product;Benchmark;Size_of_mandate_(in_millions_USD);Vehicle;Consultant_used_by_investor;Name_of_lead_consultant_used_by_investor;Delegated/fiduciary_account;Negotiated_Fee_Max_Break_point_#1;Negotiated_Fee_Max_Break_point_#1_BPs;Negotiated_Fee_Max_Break_point_#2;Negotiated_Fee_Max_Break_point_#2_BPs;Negotiated_Fee_Max_Break_point_#3;Negotiated_Fee_Max_Break_point_#3_BPs;Negotiated_Fee_Max_Break_point_#4;Negotiated_Fee_Max_Break_point_#4_BPs;Negotiated_Fee_Max_Break_point_#5;Negotiated_Fee_Max_Break_point_#5_BPs;Negotiated_Fee_Max_Break_point_#6;Negotiated_Fee_Max_Break_point_#6_BPs;Published_Fee_Max_Break_point_#1;Published_Fee_Max_Break_point_#1_BPs;Published_Fee_Max_Break_point_#2;Published_Fee_Max_Break_point_#2_BPs;Published_Fee_Max_Break_point_#3;Published_Fee_Max_Break_point_#3_BPs;Published_Fee_Max_Break_point_#4;Published_Fee_Max_Break_point_#4_BPs;Published_Fee_Max_Break_point_#5;Published_Fee_Max_Break_point_#5_BPs;Published_Fee_Max_Break_point_#6;Published_Fee_Max_Break_point_#6_BPs;Minimum_required_asset_level_(in_Millions_USD);Performance_fee_included;Recent_investment_performance_1_Year;Recent_investment_performance_3_Year;Recent_investment_performance_5_Year;Seed/scale_discount_offered;Relationship/strategic_acct_discount_offered;Pricing_impacted_by_MFN;Custom_servicing_commitments;Custom_reporting;Additional_commentary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33004;Public;Defined Benefit;United States;No;2018-06-14;No;Strategic Alpha;Fixed Income;Absolute Return/Unconstrained Bonds;ICE BofAML US Dollar LIBOR 3-month Constant Maturity;3;Collective Investment Trust;Yes;Other;No;3;60;;;;;;;;;;;20;60;50;50;51;40;;;;;;;5;No;1st Quartile;2nd Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33006;Public;Defined Benefit;United States;No;2018-06-14;No;Strategic Alpha;Fixed Income;Absolute Return/Unconstrained Bonds;ICE BofAML US Dollar LIBOR 3-month Constant Maturity;10;Collective Investment Trust;Yes;Other;No;10;60;;;;;;;;;;;20;60;50;50;51;40;;;;;;;5;No;1st Quartile;2nd Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33093;Public;Defined Benefit;United States;No;2018-07-27;No;Core Fixed Income;Fixed Income;U.S. Core Bonds;BBG BARC Aggregate;17;Collective Investment Trust;Yes;Other;No;17;22.5;;;;;;;;;;;5;35;50;22.5;51;18;;;;;;;5;No;2nd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33370;Union;Defined Benefit;United States;No;2018-11-07;No;Large Cap Growth            ;Equity ;Large Cap Growth Equity;Russell 1000 - Growth;28;Collective Investment Trust;Yes;Verus;No;20;50;28;45;;;;;;;;;10;65;20;50;100;45;101;40;;;;;5;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33136;Public;Other Investment Pool;United States;No;2018-08-15;No;Bank Loans;Fixed Income;Bank Loans;S&P/LSTA Leveraged Loan (BB Index Levels);7;Separate Account;Yes;NEPC;No;7;47;;;;;;;;;;;100;47;101;40;;;;;;;;;5;No;4th Quartile;4th Quartile;4th Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33138;Public;Defined Benefit;United States;No;2018-08-17;No;Large Cap Growth;Equity ;Large Cap Growth Equity;Russell 1000 - Growth;14;Separate Account;Yes;Other;No;14;57.5;;;;;;;;;;;20;57.5;50;50;100;45;101;40;;;;;5;No;3rd Quartile;1st Quartile;1st Quartile;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33140;Corporation;Other Investment Pool;United States;No;2018-08-17;No;Large Cap Growth;Equity ;Large Cap Growth Equity;Russell 1000 - Growth;12;Separate Account;Yes;Other;No;12;57.5;;;;;;;;;;;20;57.5;50;50;100;45;101;40;;;;;5;No;3rd Quartile;1st Quartile;1st Quartile;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33188;Public;Defined Benefit;United States;No;2018-08-31;No;Core Plus Full Discretion;Fixed Income;U.S. Core Plus Bonds;BBG BARC Aggregate;5;Collective Investment Trust;Yes;Morgan Stanley/Graystone;No;5;45;;;;;;;;;;;10;45;20;35;120;25;121;20;;;;;5;No;1st Quartile;1st Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33245;Public;Other Investment Pool;United States;No;2018-10-01;No;Bank Loans                  ;Fixed Income;Bank Loans;S&P/LSTA Leveraged Loan (BB Index Levels);5;Separate Account;Yes;NEPC;No;5;47;;;;;;;;;;;100;47;101;40;;;;;;;;;5;No;4th Quartile;4th Quartile;4th Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33276;Public;Defined Benefit;United States;No;2018-10-12;No;Strategic Alpha             ;Fixed Income;Absolute Return/Unconstrained Bonds;ICE BofAML US Dollar LIBOR 3-month Constant Maturity;14;Collective Investment Trust;Yes;Segal Marco Advisors;No;14;40;;;;;;;;;;;20;60;50;50;51;40;;;;;;;5;No;1st Quartile;2nd Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33278;Public;Other Investment Pool;United States;No;2018-10-12;No;Strategic Alpha             ;Fixed Income;Absolute Return/Unconstrained Bonds;ICE BofAML US Dollar LIBOR 3-month Constant Maturity;24;Collective Investment Trust;Yes;Segal Marco Advisors;No;24;40;;;;;;;;;;;20;60;50;50;51;40;;;;;;;5;No;1st Quartile;2nd Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33175;Individual/Family Trust;Other Investment Pool;United States;Yes;2018-08-31;No;Large Cap Growth;Equity ;Large Cap Growth Equity;Russell 1000 - Growth;12;Separate Account;No;;Yes;12;57.5;;;;;;;;;;;20;57.5;50;50;100;45;101;40;;;;;10;No;3rd Quartile;1st Quartile;1st Quartile;No;Yes;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33322;Public;Defined Benefit;United States;No;2018-10-19;No;Credit Asset                ;Fixed Income;Multi-Asset Credit;50% Credit Suisse Lev Loan, 50% ICE BofAML High Yield;150;Separate Account;Yes;NEPC;No;150;35;;;;;;;;;;;150;45;;;;;;;;;;;100;Yes;3rd Quartile;1st Quartile;1st Quartile;Yes;No;No;Yes;No; 20% of excess performance after base fee.  Based on three yr rolling return.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33358;Public;Other Investment Pool;United States;No;2018-10-31;No;Strategic Alpha             ;Fixed Income;Absolute Return/Unconstrained Bonds;ICE BofAML US Dollar LIBOR 3-month Constant Maturity;8;Collective Investment Trust;Yes;NEPC;No;8;50;;;;;;;;;;;20;60;50;50;51;40;;;;;;;5;No;1st Quartile;2nd Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33360;Public;Other Investment Pool;United States;No;2018-10-31;No;Credit Asset                ;Fixed Income;Multi-Asset Credit;50% BBG BARC Corp, 25% BBG BARC HY 2% Iss Cap, 25% SP LLI;4.2;Collective Investment Trust;Yes;NEPC;No;4.2;45;;;;;;;;;;;4.2;45;;;;;;;;;;;0;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;52687;Public;Defined Benefit;United States;Yes;2018-12-12;No;Small Cap Value             ;Equity ;Small Cap Value Equity;Russell 2000 Value;3;Separate Account;Yes;Meketa Investment Group;No;3;70;;;;;;;;;;;10;100;30;80;31;60;;;;;;;0;No;3rd Quartile;3rd Quartile;2nd Quartile;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;52750;Public;Defined Benefit;United States;No;2018-12-21;No;Strategic Alpha             ;Fixed Income;Absolute Return/Unconstrained Bonds;ICE BofAML US Dollar LIBOR 3-month Constant Maturity;225;Separate Account;Yes;NEPC;No;100;47;225;40;;;;;;;;;100;47;225;40;;;;;;;;;100;No;1st Quartile;2nd Quartile;2nd Quartile;Yes;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32605;Sub-Advisory;Other Investment Pool;Switzerland;No;2018-01-12;No;High Yield US;Fixed Income;High Yield Bonds;ICE BofAML US High Yield;125;Mutual Fund-UCIT;No;;No;100;50;125;45;;;;;;;;;100;50;200;45;201;40;;;;;;;50;No;4th Quartile;2nd Quartile;1st Quartile;Yes;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32879;Sub-Advisory;Other Investment Pool;United States;No;2018-04-27;No;Long Short Equity;Equity ;U.S. Long/Short Equity;No Benchmark;120;Mutual Fund-non-UCIT;No;;No;120;94;;;;;;;;;;;;;;;;;;;;;;;0;No;;;;Yes;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32881;Sub-Advisory;Other Investment Pool;United States;No;2018-04-30;No;Global Growth;Equity ;Global Core Equity;MSCI AC World Index Free Gross;26;Mutual Fund-non-UCIT;Yes;Callan;No;26;25;;;;;;;;;;;50;75;100;60;250;55;251;50;;;;;20;No;3rd Quartile;1st Quartile;;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32925;Sub-Advisory;Other Investment Pool;France;No;2018-05-22;No;Investment Grade Corporate;Fixed Income;U.S. Investment Grade Credit;BBG BARC US Corporate Investment Grade (EUR Hedged);100;Mutual Fund-non-UCIT;No;;No;100;18;;;;;;;;;;;50;32;100;25;101;20;;;;;;;50;No;3rd Quartile;2nd Quartile;2nd Quartile;Yes;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33017;Sub-Advisory;Other Investment Pool;United States;Yes;2018-06-25;No;Multisector Full Discretion;Fixed Income;Global Multi-Sector/Flexible Bonds;BBG BARC Aggregate;4;Mutual Fund-non-UCIT;No;;No;4;30;;;;;;;;;;;20;50;50;40;51;30;;;;;;;0;No;2nd Quartile;1st Quartile;2nd Quartile;No;Yes;No;No;No;Existing client, same product, diff plan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33019;Sub-Advisory;Other Investment Pool;United States;No;2018-06-25;No;World Credit Asset;Fixed Income;Multi-Asset Credit;50% BCG Agg Corp-H, 25% BCG HY-H, 15% JPM CEMBI,10% SPLL1;200;Mutual Fund-non-UCIT;Yes;Mercer;No;200;32.5;;;;;;;;;;;200;50;;;;;;;;;;;100;No;3rd Quartile;2nd Quartile;2nd Quartile;Yes;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33046;Sub-Advisory;Other Investment Pool;Cayman Islands;No;2018-07-11;No;Investment Grade Corporate;Fixed Income;U.S. Investment Grade Credit;BBG BARC Corp 5-10 yr - 80% BBB, 20% A;270;Mutual Fund-non-UCIT;No;;No;250;15;270;10;;;;;;;;;50;32;100;25;270;20;;;;;;;50;No;3rd Quartile;2nd Quartile;2nd Quartile;Yes;No;No;No;No;Buy & Maintain (or Hold);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33127;Sub-Advisory;Other Investment Pool;United States;No;2018-08-10;No;Global Growth;Equity ;Global Core Equity;MSCI AC World Index Free Gross;265;Mutual Fund-non-UCIT;No;;No;100;30;265;28;;;;;;;;;50;75;100;60;250;55;265;50;;;;;20;No;3rd Quartile;1st Quartile;;Yes;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33158;Sub-Advisory;Other Investment Pool;Cayman Islands;No;2018-08-23;No;Investment Grade Corporate;Fixed Income;U.S. Investment Grade Credit;BBG BARC Corp 5-10 yr - 80% BBB, 20% A;180;Mutual Fund-non-UCIT;No;;No;180;15;;;;;;;;;;;50;32;100;25;180;20;;;;;;;50;No;3rd Quartile;2nd Quartile;2nd Quartile;Yes;No;No;No;No;Buy & Maintain (or Hold);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33274;Sub-Advisory;Other Investment Pool;Germany;No;2018-10-12;No;World Credit Asset          ;Fixed Income;Multi-Asset Credit;ICE BofAML Euro Currency LIBOR 3-Month Constant Maturity;170;Mutual Fund-non-UCIT;Yes;Mercer;No;114;30;170;25;;;;;;;;;170;50;;;;;;;;;;;100;No;3rd Quartile;2nd Quartile;2nd Quartile;Yes;No;No;No;No;Customized Cash benchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33400;Sub-Advisory;Other Investment Pool;United States;No;2018-11-23;No;High Yield Conservative     ;Fixed Income;High Yield Bonds;BBG BARC High Yield;15;Mutual Fund-non-UCIT;No;;No;15;35;;;;;;;;;;;15;50;;;;;;;;;;;50;No;3rd Quartile;2nd Quartile;3rd Quartile;No;No;Yes;No;No;minimum waived until 6/30/19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32618;Union;Other Investment Pool;United States;No;2018-01-17;No;Multisector Full Discretion;Fixed Income;Global Multi-Sector/Flexible Bonds;BBG BARC Govt Credit;3;Collective Investment Trust;Yes;Segal Marco Advisors;No;3;57;;;;;;;;;;;15;57;30;45;31;30;;;;;;;5;No;2nd Quartile;1st Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32651;Union;Defined Benefit;United States;No;2018-01-31;No;Multisector Full Discretion;Fixed Income;Global Multi-Sector/Flexible Bonds;BBG BARC Govt Credit;9;Collective Investment Trust;Yes;Rocaton Investment Advisors;No;9;57;;;;;;;;;;;15;57;30;45;31;30;;;;;;;5;No;2nd Quartile;1st Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32653;Union;Defined Benefit;United States;No;2018-01-31;No;Multisector Full Discretion;Fixed Income;Global Multi-Sector/Flexible Bonds;BBG BARC Govt Credit;2;Collective Investment Trust;Yes;Other;No;2;57;;;;;;;;;;;15;57;30;45;31;30;;;;;;;5;No;2nd Quartile;1st Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32750;Union;Defined Benefit;United States;No;2018-03-01;No;Core Disciplined Alpha;Fixed Income;U.S. Core Bonds;BBG BARC Aggregate;180;Collective Investment Trust;Yes;Other;Yes;100;22.5;180;18;;;;;;;;;10;40;50;25;100;20;180;18;;;;;5;No;2nd Quartile;2nd Quartile;2nd Quartile;Yes;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32767;Union;Defined Benefit;United States;No;2018-03-09;No;Multisector Full Discretion;Fixed Income;Global Multi-Sector/Flexible Bonds;BBG BARC Govt Credit;25;Collective Investment Trust;Yes;Other;No;15;57;25;45;;;;;;;;;15;57;30;45;31;30;;;;;;;5;No;2nd Quartile;1st Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cUWdw;Corporation;Defined Contribution;United States;No;2018-06-20;No;;Equity;Mid Cap Growth Equity;Russell Midcap Growth Index;2.3;Collective Investment Trust;Yes;Mercer;No;2000;70;;;;;;;;;;;;;;;;;;;;;;;;No;3rd Quartile;4th Quartile;4th Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32857;Union;Defined Benefit;United States;No;2018-04-23;No;High Yield Full Discretion;Fixed Income;High Yield Bonds;BBG BARC High Yield;5;Collective Investment Trust;Yes;Verus;Yes;5;50;;;;;;;;;;;5;50;;;;;;;;;;;5;No;3rd Quartile;1st Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTcDR;Union;Defined Contribution;United States;No;2018-11-20;No;Small Cap Core;Equity;Small Cap Growth Equity;Russell 2000 Index;5;Collective Investment Trust;No;;No;2000;75;;;;;;;;;;;2000;75;;;;;;;;;;;5;No;1st Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33002;Union;Defined Benefit;United States;No;2018-06-14;No;World Credit Asset;Fixed Income;Multi-Asset Credit;50% BCG Agg Corp-H, 25% BCG HY-H, 15% JPM CEMBI,10% SPLL1;17;Collective Investment Trust;Yes;Segal Marco Advisors;No;17;40;;;;;;;;;;;17;50;;;;;;;;;;;5;No;3rd Quartile;2nd Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32929;Financial Institution;Other Investment Pool;United States;No;2018-05-22;No;Large Cap Growth;Equity ;Large Cap Growth Equity;No Benchmark;7.14818575;Mutual Fund-non-UCIT;No;;No;2000;30;;;;;;;;;;;20;57.5;50;50;100;45;2000;40;;;;;0;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;30978;Public;Defined Contribution;United States;Yes;2018-03-28;No;Intermediate Dur FixedIncome - Stable Value;Fixed Income;Short Duration Bonds;BBG BARC Inter Aggregate;700;Separate Account;Yes;Callan;No;500;13;1000;11;2000;10;;;;;;;50;28.999999999999996;100;25;2000;20;;;;;;;50;No;2nd Quartile;1st Quartile;1st Quartile;Yes;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33160;Union;Defined Benefit;United States;No;2018-08-27;No;Core Plus Full Discretion;Fixed Income;U.S. Core Plus Bonds;BBG BARC Aggregate;80;Collective Investment Trust;Yes;Other;No;10;45;20;35;80;25;;;;;;;10;45;20;35;120;25;121;20;;;;;5;No;1st Quartile;1st Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33195;Union;Defined Benefit;United States;No;2018-09-05;No;All Cap Growth;Equity ;All Cap Equity;Russell 3000 Growth;42;Collective Investment Trust;Yes;Other;No;42;50;;;;;;;;;;;10;77.5;20;60;100;55;200;50;201;45;;;5;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33237;Union;Defined Benefit;United States;No;2018-09-27;No;Core Disciplined Alpha;Fixed Income;U.S. Core Bonds;BBG BARC Aggregate;13;Collective Investment Trust;Yes;Other;No;13;22.5;;;;;;;;;;;10;40;50;25;100;20;101;18;;;;;5;No;2nd Quartile;2nd Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33173;Corporation;Other Investment Pool;United States;Yes;2018-08-31;No;Large Cap Growth;Equity ;Large Cap Growth Equity;Russell 1000 - Growth;5;Separate Account;No;;Yes;5;57.5;;;;;;;;;;;20;57.5;50;50;100;45;101;40;;;;;10;No;3rd Quartile;1st Quartile;1st Quartile;No;Yes;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33095;Financial Institution;Other Investment Pool;United States;No;2018-07-27;No;Large Cap Growth;Equity ;Large Cap Growth Equity;No Benchmark;5;Mutual Fund-non-UCIT;No;;No;2000;35;;;;;;;;;;;20;57.5;50;50;100;45;2000;40;;;;;0;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
